ZipCode,City,MixedCity,StateCode,StateFIPS,County,MixedCounty,CountyFIPS,Latitude,Longitude,GMT,DST
08108,COLLINGSWOOD,Collingswood,NJ,34,CAMDEN,Camden,007,39.91376,-75.063757,5,Y
08109,MERCHANTVILLE,Merchantville,NJ,34,CAMDEN,Camden,007,39.950132,-75.061106,5,Y
08110,PENNSAUKEN,Pennsauken,NJ,34,CAMDEN,Camden,007,39.965194,-75.06697,5,Y
08201,ABSECON,Absecon,NJ,34,ATLANTIC,Atlantic,001,39.417806,-74.502952,5,Y
08088,VINCENTOWN,Vincentown,NJ,34,BURLINGTON,Burlington,005,39.81156,-74.612547,5,Y
08089,WATERFORD WORKS,Waterford Works,NJ,34,CAMDEN,Camden,007,39.723322,-74.818966,5,Y
08090,WENONAH,Wenonah,NJ,34,GLOUCESTER,Gloucester,015,39.79685,-75.149982,5,Y
08091,WEST BERLIN,West Berlin,NJ,34,CAMDEN,Camden,007,39.80487,-74.929939,5,Y
08092,WEST CREEK,West Creek,NJ,34,OCEAN,Ocean,029,39.660589,-74.287743,5,Y
08097,WOODBURY HEIGHTS,Woodbury Heights,NJ,34,GLOUCESTER,Gloucester,015,39.814814,-75.150958,5,Y
08098,WOODSTOWN,Woodstown,NJ,34,SALEM,Salem,033,39.633786,-75.325657,5,Y
08099,BELLMAWR,Bellmawr,NJ,34,CAMDEN,Camden,007,39.8676,-75.095,5,Y
08101,CAMDEN,Camden,NJ,34,CAMDEN,Camden,007,39.9258,-75.12,5,Y
08102,CAMDEN,Camden,NJ,34,CAMDEN,Camden,007,39.953287,-75.120036,5,Y
08103,CAMDEN,Camden,NJ,34,CAMDEN,Camden,007,39.93381,-75.110563,5,Y
08104,CAMDEN,Camden,NJ,34,CAMDEN,Camden,007,39.9154,-75.112456,5,Y
08202,AVALON,Avalon,NJ,34,CAPE MAY,Cape May,009,39.089892,-74.730746,5,Y
08203,BRIGANTINE,Brigantine,NJ,34,ATLANTIC,Atlantic,001,39.407459,-74.37652,5,Y
08204,CAPE MAY,Cape May,NJ,34,CAPE MAY,Cape May,009,38.985802,-74.906163,5,Y
08205,ABSECON,Absecon,NJ,34,ATLANTIC,Atlantic,001,39.485979,-74.453728,5,Y
08217,ELWOOD,Elwood,NJ,34,ATLANTIC,Atlantic,001,39.57652,-74.719578,5,Y
08218,GOSHEN,Goshen,NJ,34,CAPE MAY,Cape May,009,39.1517,-74.871,5,Y
08219,GREEN CREEK,Green Creek,NJ,34,CAPE MAY,Cape May,009,39.0461,-74.9014,5,Y
08220,LEEDS POINT,Leeds Point,NJ,34,ATLANTIC,Atlantic,001,39.4917,-74.4295,5,Y
08221,LINWOOD,Linwood,NJ,34,ATLANTIC,Atlantic,001,39.34184,-74.567658,5,Y
08223,MARMORA,Marmora,NJ,34,CAPE MAY,Cape May,009,39.265074,-74.660984,5,Y
08224,NEW GRETNA,New Gretna,NJ,34,BURLINGTON,Burlington,005,39.594227,-74.459343,5,Y
08225,NORTHFIELD,Northfield,NJ,34,ATLANTIC,Atlantic,001,39.356934,-74.538148,5,Y
08240,POMONA,Pomona,NJ,34,ATLANTIC,Atlantic,001,39.4704,-74.5793,5,Y
08241,PORT REPUBLIC,Port Republic,NJ,34,ATLANTIC,Atlantic,001,39.528519,-74.464416,5,Y
08242,RIO GRANDE,Rio Grande,NJ,34,CAPE MAY,Cape May,009,39.017188,-74.870632,5,Y
08243,SEA ISLE CITY,Sea Isle City,NJ,34,CAPE MAY,Cape May,009,39.151466,-74.693372,5,Y
08244,SOMERS POINT,Somers Point,NJ,34,ATLANTIC,Atlantic,001,39.315729,-74.595012,5,Y
08245,SOUTH DENNIS,South Dennis,NJ,34,CAPE MAY,Cape May,009,39.177606,-74.815787,5,Y
08246,SOUTH SEAVILLE,South Seaville,NJ,34,CAPE MAY,Cape May,009,39.1789,-74.7605,5,Y
08247,STONE HARBOR,Stone Harbor,NJ,34,CAPE MAY,Cape May,009,39.045444,-74.767639,5,Y
08248,STRATHMERE,Strathmere,NJ,34,CAPE MAY,Cape May,009,39.194632,-74.661566,5,Y
08302,BRIDGETON,Bridgeton,NJ,34,CUMBERLAND,Cumberland,011,39.427194,-75.257508,5,Y
08310,BUENA,Buena,NJ,34,ATLANTIC,Atlantic,001,39.528906,-74.902713,5,Y
08311,CEDARVILLE,Cedarville,NJ,34,CUMBERLAND,Cumberland,011,39.322436,-75.189418,5,Y
08312,CLAYTON,Clayton,NJ,34,GLOUCESTER,Gloucester,015,39.662454,-75.081568,5,Y
08322,FRANKLINVILLE,Franklinville,NJ,34,GLOUCESTER,Gloucester,015,39.618266,-75.037741,5,Y
08323,GREENWICH,Greenwich,NJ,34,CUMBERLAND,Cumberland,011,39.390832,-75.36485,5,Y
08324,HEISLERVILLE,Heislerville,NJ,34,CUMBERLAND,Cumberland,011,39.242868,-74.985907,5,Y
08326,LANDISVILLE,Landisville,NJ,34,ATLANTIC,Atlantic,001,39.535322,-74.931311,5,Y
08327,LEESBURG,Leesburg,NJ,34,CUMBERLAND,Cumberland,011,39.243504,-74.993732,5,Y
08328,MALAGA,Malaga,NJ,34,GLOUCESTER,Gloucester,015,39.579614,-75.0589,5,Y
08329,MAURICETOWN,Mauricetown,NJ,34,CUMBERLAND,Cumberland,011,39.275878,-75.006441,5,Y
08330,MAYS LANDING,Mays Landing,NJ,34,ATLANTIC,Atlantic,001,39.470248,-74.729667,5,Y
08332,MILLVILLE,Millville,NJ,34,CUMBERLAND,Cumberland,011,39.330558,-75.022765,5,Y
08353,SHILOH,Shiloh,NJ,34,CUMBERLAND,Cumberland,011,39.461703,-75.297033,5,Y
08360,VINELAND,Vineland,NJ,34,CUMBERLAND,Cumberland,011,39.48571,-74.97276,5,Y
08361,VINELAND,Vineland,NJ,34,CUMBERLAND,Cumberland,011,39.449755,-74.958602,5,Y
08362,VINELAND,Vineland,NJ,34,CUMBERLAND,Cumberland,011,39.4811,-75.0095,5,Y
08401,ATLANTIC CITY,Atlantic City,NJ,34,ATLANTIC,Atlantic,001,39.371579,-74.452032,5,Y
08402,MARGATE CITY,Margate City,NJ,34,ATLANTIC,Atlantic,001,39.330254,-74.50623,5,Y
08403,LONGPORT,Longport,NJ,34,ATLANTIC,Atlantic,001,39.315216,-74.537153,5,Y
08404,ATLANTIC CITY,Atlantic City,NJ,34,ATLANTIC,Atlantic,001,39.3645,-74.4236,5,Y
08405,ATLANTIC CITY,Atlantic City,NJ,34,ATLANTIC,Atlantic,001,39.3645,-74.4236,5,Y
08210,CAPE MAY COURT HOUSE,Cape May Court House,NJ,34,CAPE MAY,Cape May,009,39.111452,-74.817887,5,Y
08212,CAPE MAY POINT,Cape May Point,NJ,34,CAPE MAY,Cape May,009,38.936932,-74.965756,5,Y
08213,COLOGNE,Cologne,NJ,34,ATLANTIC,Atlantic,001,39.5015,-74.6063,5,Y
08214,DENNISVILLE,Dennisville,NJ,34,CAPE MAY,Cape May,009,39.1932,-74.8256,5,Y
08215,EGG HARBOR CITY,Egg Harbor City,NJ,34,ATLANTIC,Atlantic,001,39.57123,-74.58939,5,Y
08226,OCEAN CITY,Ocean City,NJ,34,CAPE MAY,Cape May,009,39.25359,-74.602945,5,Y
08230,OCEAN VIEW,Ocean View,NJ,34,CAPE MAY,Cape May,009,39.205855,-74.710545,5,Y
08231,OCEANVILLE,Oceanville,NJ,34,ATLANTIC,Atlantic,001,39.4713,-74.4606,5,Y
08232,PLEASANTVILLE,Pleasantville,NJ,34,ATLANTIC,Atlantic,001,39.394661,-74.517904,5,Y
08234,EGG HARBOR TOWNSHIP,Egg Harbor Township,NJ,34,ATLANTIC,Atlantic,001,39.38696,-74.624018,5,Y
08250,TUCKAHOE,Tuckahoe,NJ,34,CAPE MAY,Cape May,009,39.2898,-74.7405,5,Y
08251,VILLAS,Villas,NJ,34,CAPE MAY,Cape May,009,39.028074,-74.927888,5,Y
08252,WHITESBORO,Whitesboro,NJ,34,CAPE MAY,Cape May,009,39.038425,-74.85771,5,Y
08260,WILDWOOD,Wildwood,NJ,34,CAPE MAY,Cape May,009,38.985715,-74.829413,5,Y
08270,WOODBINE,Woodbine,NJ,34,CAPE MAY,Cape May,009,39.283572,-74.787158,5,Y
08313,DEERFIELD STREET,Deerfield Street,NJ,34,CUMBERLAND,Cumberland,011,39.529287,-75.226691,5,Y
08314,DELMONT,Delmont,NJ,34,CUMBERLAND,Cumberland,011,39.215506,-74.950948,5,Y
08315,DIVIDING CREEK,Dividing Creek,NJ,34,CUMBERLAND,Cumberland,011,39.2743,-75.1114,5,Y
08316,DORCHESTER,Dorchester,NJ,34,CUMBERLAND,Cumberland,011,39.273713,-74.971977,5,Y
08317,DOROTHY,Dorothy,NJ,34,ATLANTIC,Atlantic,001,39.401547,-74.802769,5,Y
08318,ELMER,Elmer,NJ,34,SALEM,Salem,033,39.544563,-75.202683,5,Y
08319,ESTELL MANOR,Estell Manor,NJ,34,ATLANTIC,Atlantic,001,39.352266,-74.812041,5,Y
08320,FAIRTON,Fairton,NJ,34,CUMBERLAND,Cumberland,011,39.3818,-75.2206,5,Y
08321,FORTESCUE,Fortescue,NJ,34,CUMBERLAND,Cumberland,011,39.232966,-75.169967,5,Y
08340,MILMAY,Milmay,NJ,34,ATLANTIC,Atlantic,001,39.431408,-74.870893,5,Y
08341,MINOTOLA,Minotola,NJ,34,ATLANTIC,Atlantic,001,39.520213,-74.956374,5,Y
08342,MIZPAH,Mizpah,NJ,34,ATLANTIC,Atlantic,001,39.4914,-74.8328,5,Y
08343,MONROEVILLE,Monroeville,NJ,34,SALEM,Salem,033,39.644574,-75.175893,5,Y
08344,NEWFIELD,Newfield,NJ,34,GLOUCESTER,Gloucester,015,39.568959,-75.019318,5,Y
08345,NEWPORT,Newport,NJ,34,CUMBERLAND,Cumberland,011,39.24932,-75.169416,5,Y
08346,NEWTONVILLE,Newtonville,NJ,34,ATLANTIC,Atlantic,001,39.567866,-74.857907,5,Y
08347,NORMA,Norma,NJ,34,SALEM,Salem,033,39.4963,-75.0886,5,Y
08348,PORT ELIZABETH,Port Elizabeth,NJ,34,CUMBERLAND,Cumberland,011,39.322112,-74.971322,5,Y
08349,PORT NORRIS,Port Norris,NJ,34,CUMBERLAND,Cumberland,011,39.263236,-75.065952,5,Y
08350,RICHLAND,Richland,NJ,34,ATLANTIC,Atlantic,001,39.490382,-74.879736,5,Y
08352,ROSENHAYN,Rosenhayn,NJ,34,CUMBERLAND,Cumberland,011,39.473915,-75.130026,5,Y
08406,VENTNOR CITY,Ventnor City,NJ,34,ATLANTIC,Atlantic,001,39.343737,-74.483061,5,Y
08501,ALLENTOWN,Allentown,NJ,34,MONMOUTH,Monmouth,025,40.139731,-74.548414,5,Y
08502,BELLE MEAD,Belle Mead,NJ,34,SOMERSET,Somerset,035,40.441612,-74.655414,5,Y
08504,BLAWENBURG,Blawenburg,NJ,34,SOMERSET,Somerset,035,40.4076,-74.7032,5,Y
08505,BORDENTOWN,Bordentown,NJ,34,BURLINGTON,Burlington,005,40.092941,-74.741363,5,Y
08510,MILLSTONE TOWNSHIP,Millstone Township,NJ,34,MONMOUTH,Monmouth,025,40.18859,-74.432069,5,Y
08511,COOKSTOWN,Cookstown,NJ,34,BURLINGTON,Burlington,005,40.023547,-74.553531,5,Y
08526,IMLAYSTOWN,Imlaystown,NJ,34,MONMOUTH,Monmouth,025,40.1665,-74.5138,5,Y
08527,JACKSON,Jackson,NJ,34,OCEAN,Ocean,029,40.102318,-74.354874,5,Y
08528,KINGSTON,Kingston,NJ,34,SOMERSET,Somerset,035,40.387093,-74.62099,5,Y
08530,LAMBERTVILLE,Lambertville,NJ,34,HUNTERDON,Hunterdon,019,40.363934,-74.896109,5,Y
08533,NEW EGYPT,New Egypt,NJ,34,OCEAN,Ocean,029,40.081881,-74.496446,5,Y
08534,PENNINGTON,Pennington,NJ,34,MERCER,Mercer,021,40.328228,-74.79563,5,Y
08535,MILLSTONE TOWNSHIP,Millstone Township,NJ,34,MONMOUTH,Monmouth,025,40.225237,-74.441352,5,Y
08551,RINGOES,Ringoes,NJ,34,HUNTERDON,Hunterdon,019,40.440804,-74.836716,5,Y
08553,ROCKY HILL,Rocky Hill,NJ,34,SOMERSET,Somerset,035,40.400527,-74.639536,5,Y
08554,ROEBLING,Roebling,NJ,34,BURLINGTON,Burlington,005,40.114836,-74.780404,5,Y
08555,ROOSEVELT,Roosevelt,NJ,34,MONMOUTH,Monmouth,025,40.213319,-74.471792,5,Y
08556,ROSEMONT,Rosemont,NJ,34,HUNTERDON,Hunterdon,019,40.433651,-75.000868,5,Y
08557,SERGEANTSVILLE,Sergeantsville,NJ,34,HUNTERDON,Hunterdon,019,40.4458,-74.9437,5,Y
08558,SKILLMAN,Skillman,NJ,34,SOMERSET,Somerset,035,40.408516,-74.694682,5,Y
08559,STOCKTON,Stockton,NJ,34,HUNTERDON,Hunterdon,019,40.439444,-74.971699,5,Y
08560,TITUSVILLE,Titusville,NJ,34,MERCER,Mercer,021,40.312271,-74.857913,5,Y
08561,WINDSOR,Windsor,NJ,34,MERCER,Mercer,021,40.250309,-74.5826,5,Y
08512,CRANBURY,Cranbury,NJ,34,MIDDLESEX,Middlesex,023,40.324688,-74.53315,5,Y
08514,CREAM RIDGE,Cream Ridge,NJ,34,MONMOUTH,Monmouth,025,40.13,-74.49402,5,Y
08515,CHESTERFIELD,Chesterfield,NJ,34,BURLINGTON,Burlington,005,40.135089,-74.653062,5,Y
08518,FLORENCE,Florence,NJ,34,BURLINGTON,Burlington,005,40.116099,-74.807352,5,Y
08520,HIGHTSTOWN,Hightstown,NJ,34,MERCER,Mercer,021,40.249122,-74.5151,5,Y
08525,HOPEWELL,Hopewell,NJ,34,MERCER,Mercer,021,40.409141,-74.785804,5,Y
08536,PLAINSBORO,Plainsboro,NJ,34,MIDDLESEX,Middlesex,023,40.337513,-74.58755,5,Y
08540,PRINCETON,Princeton,NJ,34,MERCER,Mercer,021,40.378246,-74.662206,5,Y
08541,PRINCETON,Princeton,NJ,34,MERCER,Mercer,021,40.3486,-74.6597,5,Y
08542,PRINCETON,Princeton,NJ,34,MERCER,Mercer,021,40.354528,-74.658748,5,Y
08543,PRINCETON,Princeton,NJ,34,MERCER,Mercer,021,40.3486,-74.6597,5,Y
08544,PRINCETON,Princeton,NJ,34,MERCER,Mercer,021,40.344272,-74.655018,5,Y
08550,PRINCETON JUNCTION,Princeton Junction,NJ,34,MERCER,Mercer,021,40.282616,-74.620518,5,Y
08562,WRIGHTSTOWN,Wrightstown,NJ,34,BURLINGTON,Burlington,005,40.064814,-74.603187,5,Y
08601,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08602,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08603,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08604,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08605,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08606,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08607,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08608,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.218775,-74.766755,5,Y
08609,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.226132,-74.738273,5,Y
08610,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.184628,-74.706784,5,Y
08611,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.189898,-74.744894,5,Y
08618,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.25444,-74.78759,5,Y
08619,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.239656,-74.700038,5,Y
08620,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.162043,-74.651025,5,Y
08641,TRENTON,Trenton,NJ,34,BURLINGTON,Burlington,005,40.029421,-74.589072,5,Y
08645,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08646,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08647,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08648,LAWRENCE TOWNSHIP,Lawrence Township,NJ,34,MERCER,Mercer,021,40.279936,-74.713504,5,Y
08695,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08701,LAKEWOOD,Lakewood,NJ,34,OCEAN,Ocean,029,40.072114,-74.204978,5,Y
08720,ALLENWOOD,Allenwood,NJ,34,MONMOUTH,Monmouth,025,40.143292,-74.103285,5,Y
08721,BAYVILLE,Bayville,NJ,34,OCEAN,Ocean,029,39.90437,-74.211415,5,Y
08722,BEACHWOOD,Beachwood,NJ,34,OCEAN,Ocean,029,39.928362,-74.201634,5,Y
08723,BRICK,Brick,NJ,34,OCEAN,Ocean,029,40.045766,-74.109236,5,Y
08724,BRICK,Brick,NJ,34,OCEAN,Ocean,029,40.098105,-74.109616,5,Y
08730,BRIELLE,Brielle,NJ,34,MONMOUTH,Monmouth,025,40.104966,-74.064567,5,Y
08731,FORKED RIVER,Forked River,NJ,34,OCEAN,Ocean,029,39.857796,-74.2665,5,Y
08732,ISLAND HEIGHTS,Island Heights,NJ,34,OCEAN,Ocean,029,39.941114,-74.141774,5,Y
08733,LAKEHURST,Lakehurst,NJ,34,OCEAN,Ocean,029,40.010535,-74.413915,5,Y
08734,LANOKA HARBOR,Lanoka Harbor,NJ,34,OCEAN,Ocean,029,39.864732,-74.171546,5,Y
08735,LAVALLETTE,Lavallette,NJ,34,OCEAN,Ocean,029,39.980903,-74.07165,5,Y
08750,SEA GIRT,Sea Girt,NJ,34,MONMOUTH,Monmouth,025,40.130897,-74.045923,5,Y
08751,SEASIDE HEIGHTS,Seaside Heights,NJ,34,OCEAN,Ocean,029,39.949298,-74.081814,5,Y
08752,SEASIDE PARK,Seaside Park,NJ,34,OCEAN,Ocean,029,39.922142,-74.07908,5,Y
08625,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.206709,-74.756455,5,Y
08628,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.264532,-74.81816,5,Y
08629,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.220435,-74.730604,5,Y
08638,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.25623,-74.75848,5,Y
08640,FORT DIX,Fort Dix,NJ,34,BURLINGTON,Burlington,005,40.010398,-74.614838,5,Y
08650,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2241,-74.7648,5,Y
08666,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.2167,-74.7433,5,Y
08690,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.233598,-74.655096,5,Y
08691,TRENTON,Trenton,NJ,34,MERCER,Mercer,021,40.214552,-74.575996,5,Y
08736,MANASQUAN,Manasquan,NJ,34,MONMOUTH,Monmouth,025,40.119616,-74.068731,5,Y
08738,MANTOLOKING,Mantoloking,NJ,34,OCEAN,Ocean,029,40.023302,-74.056369,5,Y
08739,NORMANDY BEACH,Normandy Beach,NJ,34,OCEAN,Ocean,029,40.0025,-74.0609,5,Y
08740,OCEAN GATE,Ocean Gate,NJ,34,OCEAN,Ocean,029,39.926661,-74.135528,5,Y
08741,PINE BEACH,Pine Beach,NJ,34,OCEAN,Ocean,029,39.933404,-74.166991,5,Y
08742,POINT PLEASANT BEACH,Point Pleasant Beach,NJ,34,OCEAN,Ocean,029,40.081694,-74.063294,5,Y
08753,TOMS RIVER,Toms River,NJ,34,OCEAN,Ocean,029,39.985751,-74.159522,5,Y
08754,TOMS RIVER,Toms River,NJ,34,OCEAN,Ocean,029,39.9539,-74.1985,5,Y
08755,TOMS RIVER,Toms River,NJ,34,OCEAN,Ocean,029,40.005382,-74.225583,5,Y
08756,TOMS RIVER,Toms River,NJ,34,OCEAN,Ocean,029,39.9539,-74.1985,5,Y
08757,TOMS RIVER,Toms River,NJ,34,OCEAN,Ocean,029,39.967816,-74.251437,5,Y
08758,WARETOWN,Waretown,NJ,34,OCEAN,Ocean,029,39.801649,-74.25746,5,Y
08759,MANCHESTER TOWNSHIP,Manchester Township,NJ,34,OCEAN,Ocean,029,39.955304,-74.364642,5,Y
08801,ANNANDALE,Annandale,NJ,34,HUNTERDON,Hunterdon,019,40.63305,-74.891656,5,Y
08802,ASBURY,Asbury,NJ,34,HUNTERDON,Hunterdon,019,40.679498,-75.032129,5,Y
08803,BAPTISTOWN,Baptistown,NJ,34,HUNTERDON,Hunterdon,019,40.5217,-75.0066,5,Y
08804,BLOOMSBURY,Bloomsbury,NJ,34,HUNTERDON,Hunterdon,019,40.643578,-75.097413,5,Y
08805,BOUND BROOK,Bound Brook,NJ,34,SOMERSET,Somerset,035,40.57143,-74.537362,5,Y
08807,BRIDGEWATER,Bridgewater,NJ,34,SOMERSET,Somerset,035,40.592786,-74.616295,5,Y
08808,BROADWAY,Broadway,NJ,34,WARREN,Warren,041,40.7318,-75.0516,5,Y
08809,CLINTON,Clinton,NJ,34,HUNTERDON,Hunterdon,019,40.656346,-74.926185,5,Y
08810,DAYTON,Dayton,NJ,34,MIDDLESEX,Middlesex,023,40.371972,-74.497447,5,Y
08812,DUNELLEN,Dunellen,NJ,34,MIDDLESEX,Middlesex,023,40.599805,-74.484271,5,Y
08816,EAST BRUNSWICK,East Brunswick,NJ,34,MIDDLESEX,Middlesex,023,40.436602,-74.41682,5,Y
08817,EDISON,Edison,NJ,34,MIDDLESEX,Middlesex,023,40.519247,-74.396829,5,Y
08832,KEASBEY,Keasbey,NJ,34,MIDDLESEX,Middlesex,023,40.508844,-74.309488,5,Y
08833,LEBANON,Lebanon,NJ,34,HUNTERDON,Hunterdon,019,40.643468,-74.81999,5,Y
08834,LITTLE YORK,Little York,NJ,34,HUNTERDON,Hunterdon,019,40.6111,-75.0764,5,Y
08835,MANVILLE,Manville,NJ,34,SOMERSET,Somerset,035,40.542036,-74.588432,5,Y
08836,MARTINSVILLE,Martinsville,NJ,34,SOMERSET,Somerset,035,40.6009,-74.554096,5,Y
08837,EDISON,Edison,NJ,34,MIDDLESEX,Middlesex,023,40.518491,-74.349682,5,Y
08840,METUCHEN,Metuchen,NJ,34,MIDDLESEX,Middlesex,023,40.543364,-74.34919,5,Y
08844,HILLSBOROUGH,Hillsborough,NJ,34,SOMERSET,Somerset,035,40.498993,-74.684705,5,Y
08846,MIDDLESEX,Middlesex,NJ,34,MIDDLESEX,Middlesex,023,40.574029,-74.498354,5,Y
08848,MILFORD,Milford,NJ,34,HUNTERDON,Hunterdon,019,40.585373,-75.102426,5,Y
08850,MILLTOWN,Milltown,NJ,34,MIDDLESEX,Middlesex,023,40.44983,-74.44494,5,Y
08852,MONMOUTH JUNCTION,Monmouth Junction,NJ,34,MIDDLESEX,Middlesex,023,40.394588,-74.548626,5,Y
08865,PHILLIPSBURG,Phillipsburg,NJ,34,WARREN,Warren,041,40.691176,-75.132025,5,Y
08867,PITTSTOWN,Pittstown,NJ,34,HUNTERDON,Hunterdon,019,40.571264,-74.972265,5,Y
08868,QUAKERTOWN,Quakertown,NJ,34,HUNTERDON,Hunterdon,019,40.5658,-74.9418,5,Y
08869,RARITAN,Raritan,NJ,34,SOMERSET,Somerset,035,40.570235,-74.638706,5,Y
08870,READINGTON,Readington,NJ,34,HUNTERDON,Hunterdon,019,40.5688,-74.7383,5,Y
08871,SAYREVILLE,Sayreville,NJ,34,MIDDLESEX,Middlesex,023,40.4595,-74.3616,5,Y
08872,SAYREVILLE,Sayreville,NJ,34,MIDDLESEX,Middlesex,023,40.461874,-74.336484,5,Y
08873,SOMERSET,Somerset,NJ,34,SOMERSET,Somerset,035,40.49887,-74.525118,5,Y
08875,SOMERSET,Somerset,NJ,34,SOMERSET,Somerset,035,40.5014,-74.5814,5,Y
08889,WHITEHOUSE STATION,Whitehouse Station,NJ,34,HUNTERDON,Hunterdon,019,40.608443,-74.76805,5,Y
08890,ZAREPHATH,Zarephath,NJ,34,SOMERSET,Somerset,035,40.5366,-74.5752,5,Y
08899,EDISON,Edison,NJ,34,MIDDLESEX,Middlesex,023,40.5247,-74.3806,5,Y
08901,NEW BRUNSWICK,New Brunswick,NJ,34,MIDDLESEX,Middlesex,023,40.487751,-74.441096,5,Y
08902,NORTH BRUNSWICK,North Brunswick,NJ,34,MIDDLESEX,Middlesex,023,40.439188,-74.482138,5,Y
08903,NEW BRUNSWICK,New Brunswick,NJ,34,MIDDLESEX,Middlesex,023,40.4863,-74.4525,5,Y
08904,HIGHLAND PARK,Highland Park,NJ,34,MIDDLESEX,Middlesex,023,40.501927,-74.428894,5,Y
08905,NEW BRUNSWICK,New Brunswick,NJ,34,MIDDLESEX,Middlesex,023,40.4863,-74.4525,5,Y
08818,EDISON,Edison,NJ,34,MIDDLESEX,Middlesex,023,40.5248,-74.3827,5,Y
08820,EDISON,Edison,NJ,34,MIDDLESEX,Middlesex,023,40.576904,-74.367461,5,Y
08821,FLAGTOWN,Flagtown,NJ,34,SOMERSET,Somerset,035,40.520553,-74.681953,5,Y
08822,FLEMINGTON,Flemington,NJ,34,HUNTERDON,Hunterdon,019,40.518392,-74.868072,5,Y
08823,FRANKLIN PARK,Franklin Park,NJ,34,SOMERSET,Somerset,035,40.438364,-74.56708,5,Y
08824,KENDALL PARK,Kendall Park,NJ,34,MIDDLESEX,Middlesex,023,40.417792,-74.550996,5,Y
08825,FRENCHTOWN,Frenchtown,NJ,34,HUNTERDON,Hunterdon,019,40.508317,-75.014244,5,Y
08826,GLEN GARDNER,Glen Gardner,NJ,34,HUNTERDON,Hunterdon,019,40.718648,-74.90588,5,Y
08827,HAMPTON,Hampton,NJ,34,HUNTERDON,Hunterdon,019,40.672857,-74.975125,5,Y
08828,HELMETTA,Helmetta,NJ,34,MIDDLESEX,Middlesex,023,40.377969,-74.424156,5,Y
08829,HIGH BRIDGE,High Bridge,NJ,34,HUNTERDON,Hunterdon,019,40.669932,-74.894934,5,Y
08830,ISELIN,Iselin,NJ,34,MIDDLESEX,Middlesex,023,40.56932,-74.314984,5,Y
08831,MONROE TOWNSHIP,Monroe Township,NJ,34,MIDDLESEX,Middlesex,023,40.331234,-74.41699,5,Y
08853,NESHANIC STATION,Neshanic Station,NJ,34,SOMERSET,Somerset,035,40.529128,-74.740359,5,Y
08854,PISCATAWAY,Piscataway,NJ,34,MIDDLESEX,Middlesex,023,40.551764,-74.464675,5,Y
08855,PISCATAWAY,Piscataway,NJ,34,MIDDLESEX,Middlesex,023,40.4992,-74.3996,5,Y
08857,OLD BRIDGE,Old Bridge,NJ,34,MIDDLESEX,Middlesex,023,40.391002,-74.325559,5,Y
08858,OLDWICK,Oldwick,NJ,34,HUNTERDON,Hunterdon,019,40.680034,-74.735506,5,Y
08859,PARLIN,Parlin,NJ,34,MIDDLESEX,Middlesex,023,40.457744,-74.302433,5,Y
08861,PERTH AMBOY,Perth Amboy,NJ,34,MIDDLESEX,Middlesex,023,40.521502,-74.275771,5,Y
08862,PERTH AMBOY,Perth Amboy,NJ,34,MIDDLESEX,Middlesex,023,40.5067,-74.2655,5,Y
08863,FORDS,Fords,NJ,34,MIDDLESEX,Middlesex,023,40.538692,-74.312858,5,Y
08876,SOMERVILLE,Somerville,NJ,34,SOMERSET,Somerset,035,40.58606,-74.664666,5,Y
08879,SOUTH AMBOY,South Amboy,NJ,34,MIDDLESEX,Middlesex,023,40.467406,-74.275836,5,Y
08880,SOUTH BOUND BROOK,South Bound Brook,NJ,34,SOMERSET,Somerset,035,40.552387,-74.530023,5,Y
